Age,Year,Rate,Count,Pop
17 years,1999,0.618,2,"323,614"
17 years,2000,0.3084,1,"324,272"
17 years,2001,0,0,"323,032"
17 years,2002,0,0,"329,350"
17 years,2003,0,0,"328,020"
17 years,2004,0,0,"327,905"
17 years,2005,0,0,"332,673"
17 years,2006,0,0,"340,696"
17 years,2007,0,0,"354,170"
17 years,2008,0,0,"350,495"
17 years,2009,0,0,"347,659"
17 years,2010,0,0,"346,456"
17 years,2011,0.2908,1,"343,834"
17 years,2012,0,0,"340,298"
17 years,2013,0,0,"335,983"
17 years,2014,0.5912,2,"338,275"
17 years,2015,0,0,"338,360"
17 years,2016,0,0,"341,979"
17 years,2017,0,0,"349,828"
17 years,2018,0,0,"346,816"
17 years,2019,0,0,"340,741"
18 years,1975-2019,0.0785,11,"14,016,501"
18 years,1975,0,0,"312,756"
18 years,1976,0.6369,2,"314,027"
18 years,1977,0,0,"313,265"
18 years,1978,0.3195,1,"313,009"
18 years,1979,0,0,"319,164"
18 years,1980,0,0,"314,246"
18 years,1981,0,0,"309,450"
18 years,1982,0,0,"304,265"
18 years,1983,0.3428,1,"291,686"
18 years,1984,0.3621,1,"276,196"
18 years,1985,0.37,1,"270,287"
18 years,1986,0,0,"265,198"
18 years,1987,0,0,"270,806"
18 years,1988,0,0,"278,320"
18 years,1989,0,0,"283,842"
18 years,1990,0,0,"265,185"
18 years,1991,0,0,"254,703"
18 years,1992,0,0,"254,166"
18 years,1993,0,0,"264,777"
18 years,1994,0,0,"266,144"
18 years,1995,0,0,"283,361"
18 years,1996,0,0,"288,073"
18 years,1997,0,0,"300,377"
18 years,1998,0,0,"316,489"
18 years,1999,0,0,"316,940"
18 years,2000,0,0,"323,488"
18 years,2001,0,0,"324,543"
18 years,2002,0,0,"323,330"
18 years,2003,0,0,"329,246"
18 years,2004,0,0,"327,686"
18 years,2005,0,0,"327,611"
18 years,2006,0,0,"333,473"
18 years,2007,0,0,"341,080"
18 years,2008,0,0,"355,118"
18 years,2009,0.2842,1,"351,821"
18 years,2010,0.2856,1,"350,177"
18 years,2011,0.576,2,"347,213"
18 years,2012,0,0,"344,939"
18 years,2013,0.2929,1,"341,356"
18 years,2014,0,0,"336,490"
18 years,2015,0,0,"338,182"
18 years,2016,0,0,"338,597"
18 years,2017,0,0,"341,744"
18 years,2018,0,0,"348,178"
18 years,2019,0,0,"345,497"
19 years,1975-2019,0.0701,10,"14,274,232"
19 years,1975,0,0,"308,586"
19 years,1976,0,0,"321,608"
19 years,1977,0,0,"323,439"
19 years,1978,0,0,"324,605"
19 years,1979,0,0,"325,802"
19 years,1980,0,0,"333,721"
19 years,1981,0,0,"327,464"
19 years,1982,0.3108,1,"321,717"
19 years,1983,0,0,"318,127"
19 years,1984,0,0,"306,282"
19 years,1985,0,0,"291,821"
19 years,1986,0.3508,1,"285,033"
19 years,1987,0,0,"280,731"
19 years,1988,0,0,"288,583"
19 years,1989,0.3366,1,"297,114"
19 years,1990,0,0,"302,334"
19 years,1991,0,0,"282,071"
19 years,1992,0,0,"270,853"
19 years,1993,0,0,"268,231"
19 years,1994,0.3607,1,"277,211"
19 years,1995,0.3605,1,"277,364"
19 years,1996,0,0,"292,686"
19 years,1997,0,0,"295,813"
19 years,1998,0,0,"305,881"
19 years,1999,0,0,"319,267"
19 years,2000,0,0,"320,147"
19 years,2001,0,0,"326,324"
19 years,2002,0,0,"325,984"
19 years,2003,0,0,"322,878"
19 years,2004,0,0,"328,108"
19 years,2005,0,0,"326,541"
19 years,2006,0.3056,1,"327,273"
19 years,2007,0,0,"331,412"
19 years,2008,0.2955,1,"338,466"
19 years,2009,0.5692,2,"351,390"
19 years,2010,0,0,"349,716"
19 years,2011,0,0,"351,138"
19 years,2012,0,0,"347,378"
19 years,2013,0,0,"344,786"
19 years,2014,0,0,"340,847"
19 years,2015,0.2977,1,"335,867"
19 years,2016,0,0,"337,211"
19 years,2017,0,0,"337,710"
19 years,2018,0,0,"338,425"
19 years,2019,0,0,"346,287"
20 years,1975-2019,0.1253,18,"14,364,285"
20 years,1975,0,0,"306,870"
20 years,1976,0,0,"312,510"
20 years,1977,0,0,"324,571"
20 years,1978,0,0,"326,343"
20 years,1979,0,0,"327,445"
20 years,1980,0,0,"328,222"
20 years,1981,0.3005,1,"332,730"
20 years,1982,0,0,"325,049"
20 years,1983,0,0,"321,206"
20 years,1984,0,0,"318,368"
20 years,1985,0.3256,1,"307,107"
20 years,1986,0,0,"293,042"
20 years,1987,0,0,"287,186"
20 years,1988,0.3515,1,"284,496"
20 years,1989,0,0,"292,849"
20 years,1990,0.3283,1,"304,557"
20 years,1991,0.3295,1,"303,515"
20 years,1992,0,0,"286,105"
20 years,1993,0.3635,1,"275,138"
20 years,1994,0,0,"272,620"
20 years,1995,0,0,"282,167"
20 years,1996,0.3548,1,"281,857"
20 years,1997,0,0,"297,256"
20 years,1998,0,0,"299,871"
20 years,1999,0,0,"309,289"
20 years,2000,0,0,"323,124"
20 years,2001,0,0,"325,883"
20 years,2002,0.303,1,"329,996"
20 years,2003,0,0,"327,245"
20 years,2004,0,0,"323,692"
20 years,2005,0,0,"328,208"
20 years,2006,0.3054,1,"327,479"
20 years,2007,0.3061,1,"326,651"
20 years,2008,0,0,"330,753"
20 years,2009,0,0,"337,588"
20 years,2010,0,0,"349,956"
20 years,2011,0.5599,2,"357,219"
20 years,2012,0,0,"357,696"
20 years,2013,0,0,"352,345"
20 years,2014,0.2858,1,"349,901"
20 years,2015,0.2894,1,"345,512"
20 years,2016,0,0,"341,952"
20 years,2017,0.584,2,"342,438"
20 years,2018,0.2927,1,"341,606"
20 years,2019,0.2901,1,"344,672"
21 years,1975-2019,0.152,22,"14,475,290"
21 years,1975,0,0,"300,942"
21 years,1976,0,0,"308,226"
21 years,1977,0.3188,1,"313,628"
21 years,1978,0,0,"325,956"
21 years,1979,0,0,"328,562"
21 years,1980,0,0,"329,590"
21 years,1981,0,0,"327,431"
21 years,1982,0,0,"331,454"
21 years,1983,0.6141,2,"325,700"
21 years,1984,0,0,"322,165"
21 years,1985,0,0,"319,189"
21 years,1986,0.324,1,"308,673"
21 years,1987,0,0,"294,327"
21 years,1988,0,0,"289,078"
21 years,1989,0,0,"286,433"
21 years,1990,0.3412,1,"293,067"
21 years,1991,0.3333,1,"300,075"
21 years,1992,0.331,1,"302,070"
21 years,1993,0,0,"284,808"
21 years,1994,0.3643,1,"274,467"
21 years,1995,0,0,"272,972"
21 years,1996,0,0,"282,203"
21 years,1997,0,0,"283,204"
21 years,1998,0,0,"298,864"
21 years,1999,0,0,"301,645"
21 years,2000,0.3193,1,"313,161"
21 years,2001,0.6029,2,"331,757"
21 years,2002,0,0,"333,518"
21 years,2003,0,0,"335,895"
21 years,2004,0.3003,1,"332,952"
21 years,2005,0,0,"330,155"
21 years,2006,0,0,"336,151"
21 years,2007,0.8987,3,"333,806"
21 years,2008,0.299,1,"334,428"
21 years,2009,0,0,"338,329"
21 years,2010,0.2913,1,"343,331"
21 years,2011,0,0,"359,053"
21 years,2012,0.2733,1,"365,955"
21 years,2013,0,0,"364,947"
21 years,2014,0.8352,3,"359,204"
21 years,2015,0,0,"356,897"
21 years,2016,0,0,"353,422"
21 years,2017,0.2863,1,"349,223"
21 years,2018,0,0,"348,966"
21 years,2019,0,0,"349,411"
22 years,1975-2019,0.1369,20,"14,613,150"
22 years,1975,0,0,"296,550"
22 years,1976,0,0,"305,483"
22 years,1977,0.3198,1,"312,731"
22 years,1978,0.3143,1,"318,121"
22 years,1979,0,0,"331,423"
22 years,1980,0,0,"333,787"
22 years,1981,0,0,"331,746"
22 years,1982,0.3039,1,"329,076"
22 years,1983,0,0,"334,299"
22 years,1984,0,0,"328,594"
22 years,1985,0,0,"324,941"
22 years,1986,0,0,"321,818"
22 years,1987,0,0,"310,418"
22 years,1988,0.3374,1,"296,368"
22 years,1989,0,0,"290,726"
22 years,1990,0.3477,1,"287,578"
22 years,1991,0,0,"290,584"
22 years,1992,0,0,"300,113"
22 years,1993,0,0,"301,808"
22 years,1994,0,0,"285,532"
22 years,1995,0,0,"276,555"
22 years,1996,0.3636,1,"275,034"
22 years,1997,0,0,"285,809"
22 years,1998,0.6952,2,"287,685"
22 years,1999,0,0,"303,930"
22 years,2000,0.3217,1,"310,833"
22 years,2001,0,0,"320,587"
22 years,2002,0,0,"337,594"
22 years,2003,0,0,"337,438"
22 years,2004,0,0,"339,209"
22 years,2005,0,0,"336,964"
22 years,2006,0,0,"335,301"
22 years,2007,0,0,"339,453"
22 years,2008,0,0,"339,505"
22 years,2009,0.2947,1,"339,300"
22 years,2010,0,0,"342,289"
22 years,2011,0,0,"351,952"
22 years,2012,0.5443,2,"367,466"
22 years,2013,0.2674,1,"373,931"
22 years,2014,0.2683,1,"372,749"
22 years,2015,0.5449,2,"367,044"
22 years,2016,0.2734,1,"365,791"
22 years,2017,0,0,"361,838"
22 years,2018,0.8412,3,"356,636"
22 years,2019,0,0,"356,561"
23 years,1975-2019,0.1612,24,"14,890,247"
23 years,1975,0,0,"293,347"
23 years,1976,0,0,"302,517"
23 years,1977,0,0,"311,887"
23 years,1978,0,0,"319,759"
23 years,1979,0,0,"326,396"
23 years,1980,0.2939,1,"340,287"
23 years,1981,0,0,"339,299"
23 years,1982,0,0,"336,573"
23 years,1983,0,0,"335,381"
23 years,1984,0,0,"340,458"
23 years,1985,0,0,"335,026"
23 years,1986,0,0,"331,454"
23 years,1987,0,0,"327,348"
23 years,1988,0.6325,2,"316,187"
23 years,1989,0,0,"301,688"
23 years,1990,0,0,"296,190"
23 years,1991,0.6853,2,"291,839"
23 years,1992,0,0,"297,040"
23 years,1993,0,0,"306,705"
23 years,1994,0,0,"309,001"
23 years,1995,0,0,"293,712"
23 years,1996,0.3512,1,"284,715"
23 years,1997,0,0,"284,567"
23 years,1998,0,0,"296,241"
23 years,1999,0,0,"298,257"
23 years,2000,0,0,"314,365"
23 years,2001,0,0,"319,381"
23 years,2002,0.9182,3,"326,723"
23 years,2003,0.5842,2,"342,349"
23 years,2004,0.5841,2,"342,435"
23 years,2005,0.2884,1,"346,739"
23 years,2006,0,0,"346,463"
23 years,2007,0.8743,3,"343,118"
23 years,2008,0,0,"350,170"
23 years,2009,0,0,"349,889"
23 years,2010,0,0,"345,582"
23 years,2011,0,0,"350,584"
23 years,2012,0.8315,3,"360,796"
23 years,2013,0.2659,1,"376,044"
23 years,2014,0,0,"383,554"
23 years,2015,0,0,"383,163"
23 years,2016,0.2638,1,"379,098"
23 years,2017,0.2659,1,"376,131"
23 years,2018,0.2689,1,"371,859"
23 years,2019,0,0,"365,930"
24 years,1975-2019,0.2037,31,"15,216,657"
24 years,1975,0,0,"294,787"
24 years,1976,0,0,"303,108"
24 years,1977,0.3207,1,"311,814"
24 years,1978,0.3117,1,"320,837"
24 years,1979,0,0,"328,844"
24 years,1980,0.2987,1,"334,749"
24 years,1981,0,0,"346,242"
24 years,1982,0,0,"345,589"
24 years,1983,0.2897,1,"345,135"
24 years,1984,0.29,1,"344,881"
24 years,1985,0,0,"351,152"
24 years,1986,0,0,"346,486"
24 years,1987,0,0,"342,703"
24 years,1988,0.2945,1,"339,551"
24 years,1989,0.6086,2,"328,637"
24 years,1990,0.3181,1,"314,399"
24 years,1991,0.6482,2,"308,552"
24 years,1992,0.3278,1,"305,061"
24 years,1993,0,0,"309,603"
24 years,1994,0,0,"319,290"
24 years,1995,0.3107,1,"321,853"
24 years,1996,0,0,"305,561"
24 years,1997,0.3364,1,"297,301"
24 years,1998,0.3369,1,"296,828"
24 years,1999,0.3247,1,"307,964"
24 years,2000,0,0,"308,933"
24 years,2001,0.9341,3,"321,169"
24 years,2002,0,0,"323,239"
24 years,2003,0,0,"329,269"
24 years,2004,0.2894,1,"345,540"
24 years,2005,0,0,"348,440"
24 years,2006,0,0,"355,765"
24 years,2007,0,0,"352,197"
24 years,2008,0,0,"351,111"
24 years,2009,0,0,"356,531"
24 years,2010,0.2827,1,"353,719"
24 years,2011,0,0,"351,409"
24 years,2012,0.5591,2,"357,734"
24 years,2013,0.2717,1,"368,096"
24 years,2014,0.2596,1,"385,186"
24 years,2015,0.5081,2,"393,645"
24 years,2016,0.2544,1,"393,049"
24 years,2017,0.2582,1,"387,271"
24 years,2018,0.2602,1,"384,383"
24 years,2019,0.2638,1,"379,044"
25 years,1975-2019,0.2596,40,"15,408,652"
25 years,1975,0.6926,2,"288,754"
25 years,1976,0,0,"299,725"
25 years,1977,0.3252,1,"307,469"
25 years,1978,0,0,"316,111"
25 years,1979,0,0,"325,360"
25 years,1980,0,0,"334,131"
25 years,1981,0,0,"340,201"
25 years,1982,0.2831,1,"353,271"
25 years,1983,0.2823,1,"354,281"
25 years,1984,1.1324,4,"353,222"
25 years,1985,0.2845,1,"351,515"
25 years,1986,0,0,"355,396"
25 years,1987,0.5742,2,"348,338"
25 years,1988,0,0,"344,502"
25 years,1989,0.294,1,"340,081"
25 years,1990,0.907,3,"330,769"
25 years,1991,0.3156,1,"316,827"
25 years,1992,0.3192,1,"313,303"
25 years,1993,0,0,"310,725"
25 years,1994,0.6316,2,"316,639"
25 years,1995,0,0,"328,521"
25 years,1996,0.3008,1,"332,445"
25 years,1997,0.3141,1,"318,328"
25 years,1998,0.3218,1,"310,749"
25 years,1999,0.3217,1,"310,888"
25 years,2000,0.933,3,"321,539"
25 years,2001,0,0,"312,456"
25 years,2002,0.3108,1,"321,701"
25 years,2003,0,0,"323,503"
25 years,2004,0,0,"332,010"
25 years,2005,0,0,"350,886"
25 years,2006,0,0,"357,985"
25 years,2007,0.2745,1,"364,321"
25 years,2008,0.2758,1,"362,516"
25 years,2009,0.2773,1,"360,681"
25 years,2010,0.2752,1,"363,356"
25 years,2011,0.2793,1,"358,008"
25 years,2012,0.842,3,"356,276"
25 years,2013,0.2749,1,"363,704"
25 years,2014,0,0,"376,140"
25 years,2015,0,0,"394,058"
25 years,2016,0,0,"403,801"
25 years,2017,0.7483,3,"400,897"
25 years,2018,0,0,"393,292"
25 years,2019,0,0,"389,971"
26 years,1975-2019,0.3387,52,"15,351,829"
26 years,1975,0.347,1,"288,182"
26 years,1976,0.3465,1,"288,574"
26 years,1977,0,0,"299,402"
26 years,1978,0.3247,1,"308,003"
26 years,1979,0,0,"317,372"
26 years,1980,0.3049,1,"327,926"
26 years,1981,0,0,"336,159"
26 years,1982,0.5865,2,"341,035"
26 years,1983,0.5659,2,"353,450"
26 years,1984,0.2825,1,"353,938"
26 years,1985,0.5677,2,"352,324"
26 years,1986,0.2854,1,"350,395"
26 years,1987,0.2824,1,"354,098"
26 years,1988,0.5735,2,"348,749"
26 years,1989,0,0,"344,253"
26 years,1990,0.2935,1,"340,722"
26 years,1991,0.6014,2,"332,553"
26 years,1992,0.3135,1,"319,000"
26 years,1993,0.6362,2,"314,360"
26 years,1994,0,0,"311,082"
26 years,1995,0,0,"316,900"
26 years,1996,0,0,"327,784"
26 years,1997,0.9047,3,"331,601"
26 years,1998,0,0,"316,667"
26 years,1999,0,0,"308,299"
26 years,2000,0.3231,1,"309,480"
26 years,2001,0,0,"324,815"
26 years,2002,0.3214,1,"311,098"
26 years,2003,0.3132,1,"319,312"
26 years,2004,0,0,"321,279"
26 years,2005,0.3018,1,"331,351"
26 years,2006,1.138,4,"351,505"
26 years,2007,0.8421,3,"356,261"
26 years,2008,0.275,1,"363,644"
26 years,2009,0.835,3,"359,273"
26 years,2010,0.5618,2,"356,020"
26 years,2011,0,0,"367,210"
26 years,2012,0.5515,2,"362,636"
26 years,2013,0,0,"360,934"
26 years,2014,0.5396,2,"370,633"
26 years,2015,0,0,"383,768"
26 years,2016,0.991,4,"403,618"
26 years,2017,0,0,"410,771"
26 years,2018,0.491,2,"407,297"
26 years,2019,0.2512,1,"398,096"
27 years,1975-2019,0.3161,49,"15,500,800"
27 years,1975,0.3458,1,"289,221"
27 years,1976,0.6857,2,"291,659"
27 years,1977,0,0,"292,171"
27 years,1978,0.3286,1,"304,280"
27 years,1979,0,0,"313,887"
27 years,1980,0,0,"324,611"
27 years,1981,0,0,"334,488"
27 years,1982,0,0,"341,669"
27 years,1983,0.289,1,"346,034"
27 years,1984,0.2793,1,"358,067"
27 years,1985,0,0,"357,887"
27 years,1986,1.1238,4,"355,925"
27 years,1987,0.2826,1,"353,817"
27 years,1988,0,0,"359,077"
27 years,1989,0.2834,1,"352,861"
27 years,1990,0.2858,1,"349,869"
27 years,1991,0.5745,2,"348,101"
27 years,1992,0,0,"341,137"
27 years,1993,0.3054,1,"327,484"
27 years,1994,0.3095,1,"323,100"
27 years,1995,0.3119,1,"320,621"
27 years,1996,0,0,"326,840"
27 years,1997,0.5894,2,"339,305"
27 years,1998,0,0,"342,798"
27 years,1999,0.3049,1,"327,985"
27 years,2000,0.3151,1,"317,325"
27 years,2001,0.9547,3,"314,232"
27 years,2002,0,0,"325,225"
27 years,2003,0.3217,1,"310,811"
27 years,2004,0.3122,1,"320,263"
27 years,2005,0.6161,2,"324,611"
27 years,2006,0,0,"337,824"
27 years,2007,0,0,"357,314"
27 years,2008,0.2748,1,"363,905"
27 years,2009,0.5404,2,"370,078"
27 years,2010,0,0,"363,781"
27 years,2011,1.1118,4,"359,780"
27 years,2012,0.8083,3,"371,162"
27 years,2013,0,0,"367,408"
27 years,2014,0.2728,1,"366,612"
27 years,2015,0.2653,1,"376,891"
27 years,2016,0.5105,2,"391,774"
27 years,2017,0.2435,1,"410,670"
27 years,2018,0.9607,4,"416,363"
27 years,2019,0.2428,1,"411,877"
28 years,1975-2019,0.492,75,"15,242,845"
28 years,1975,0.3297,1,"303,335"
28 years,1976,0.7077,2,"282,619"
28 years,1977,0,0,"283,546"
28 years,1978,0,0,"283,622"
28 years,1979,0.3395,1,"294,575"
28 years,1980,0.3296,1,"303,359"
28 years,1981,0.6394,2,"312,773"
28 years,1982,0.3115,1,"320,989"
28 years,1983,0.6113,2,"327,170"
28 years,1984,0,0,"330,859"
28 years,1985,0.2928,1,"341,497"
28 years,1986,0,0,"340,814"
28 years,1987,0.5901,2,"338,911"
28 years,1988,0.8871,3,"338,163"
28 years,1989,0.2922,1,"342,182"
28 years,1990,0,0,"339,418"
28 years,1991,0.5892,2,"339,418"
28 years,1992,0.2939,1,"340,201"
28 years,1993,0.2985,1,"335,026"
28 years,1994,0.6184,2,"323,421"
28 years,1995,0.3112,1,"321,326"
28 years,1996,0.3118,1,"320,756"
28 years,1997,0.9105,3,"329,483"
28 years,1998,0.5829,2,"343,116"
28 years,1999,0.864,3,"347,241"
28 years,2000,1.4925,5,"335,009"
28 years,2001,0.3121,1,"320,429"
28 years,2002,0.9556,3,"313,951"
28 years,2003,0.9275,3,"323,461"
28 years,2004,0,0,"310,428"
28 years,2005,0.312,1,"320,528"
28 years,2006,0.9152,3,"327,799"
28 years,2007,1.1794,4,"339,163"
28 years,2008,0.8335,3,"359,909"
28 years,2009,0,0,"365,151"
28 years,2010,0,0,"368,097"
28 years,2011,1.6319,6,"367,667"
28 years,2012,0.5489,2,"364,349"
28 years,2013,0.7981,3,"375,915"
28 years,2014,0,0,"373,070"
28 years,2015,0,0,"373,169"
28 years,2016,0.5197,2,"384,810"
28 years,2017,1.0032,4,"398,714"
28 years,2018,0.2402,1,"416,357"
28 years,2019,0.2375,1,"421,049"
29 years,1975-2019,0.5472,86,"15,717,660"
29 years,1975,1.3045,3,"229,977"
29 years,1976,0.9434,3,"318,002"
29 years,1977,0,0,"298,210"
29 years,1978,0.662,2,"302,123"
29 years,1979,0.3281,1,"304,786"
29 years,1980,0.3133,1,"319,146"
29 years,1981,0.6091,2,"328,343"
29 years,1982,0.2958,1,"338,094"
29 years,1983,0.2879,1,"347,350"
29 years,1984,0.8456,3,"354,784"
29 years,1985,0.5564,2,"359,460"
29 years,1986,0,0,"371,270"
29 years,1987,0.8066,3,"371,944"
29 years,1988,0.8049,3,"372,700"
29 years,1989,0.5365,2,"372,786"
29 years,1990,1.0647,4,"375,686"
29 years,1991,0.264,1,"378,851"
29 years,1992,1.0636,4,"376,071"
29 years,1993,0.5363,2,"372,926"
29 years,1994,0,0,"363,885"
29 years,1995,0,0,"348,560"
29 years,1996,1.1661,4,"343,022"
29 years,1997,0.2942,1,"339,897"
29 years,1998,0.2898,1,"345,098"
29 years,1999,0.2816,1,"355,138"
29 years,2000,0.561,2,"356,535"
29 years,2001,0.2967,1,"337,049"
29 years,2002,0.3134,1,"319,074"
29 years,2003,0.9634,3,"311,386"
29 years,2004,0.6224,2,"321,358"
29 years,2005,0.6469,2,"309,179"
29 years,2006,0.9323,3,"321,800"
29 years,2007,0.6116,2,"327,025"
29 years,2008,0.5882,2,"339,994"
29 years,2009,0.5569,2,"359,146"
29 years,2010,0.55,2,"363,637"
29 years,2011,0.2695,1,"371,047"
29 years,2012,0.2693,1,"371,402"
29 years,2013,1.0874,4,"367,866"
29 years,2014,1.0514,4,"380,429"
29 years,2015,0,0,"379,009"
29 years,2016,1.0535,4,"379,689"
29 years,2017,0.7684,3,"390,423"
29 years,2018,0.2481,1,"403,020"
29 years,2019,0.2378,1,"420,483"
30 years,1975-2019,0.5892,93,"15,782,803"
30 years,1975,0,0,"241,871"
30 years,1976,0,0,"237,927"
30 years,1977,0.3067,1,"326,078"
30 years,1978,0.3284,1,"304,524"
30 years,1979,0.9778,3,"306,812"
30 years,1980,0.6485,2,"308,417"
30 years,1981,0.626,2,"319,468"
30 years,1982,0.918,3,"326,815"
30 years,1983,0.2975,1,"336,105"
30 years,1984,0.2895,1,"345,407"
30 years,1985,0,0,"352,893"
30 years,1986,0.8383,3,"357,860"
30 years,1987,0.5404,2,"370,062"
30 years,1988,1.081,4,"370,027"
30 years,1989,0.2724,1,"367,057"
30 years,1990,0.2698,1,"370,578"
30 years,1991,0.8013,3,"374,381"
30 years,1992,1.0513,4,"380,491"
30 years,1993,0,0,"379,378"
30 years,1994,0,0,"378,432"
30 years,1995,0.2689,1,"371,921"
30 years,1996,1.1152,4,"358,668"
30 years,1997,0.8424,3,"356,142"
30 years,1998,0.5635,2,"354,931"
30 years,1999,0.2759,1,"362,484"
30 years,2000,0.2682,1,"372,887"
30 years,2001,0,0,"360,240"
30 years,2002,0.5886,2,"339,780"
30 years,2003,1.2408,4,"322,371"
30 years,2004,1.2606,4,"317,307"
30 years,2005,0.6055,2,"330,326"
30 years,2006,0.6219,2,"321,599"
30 years,2007,0.8944,3,"335,415"
30 years,2008,0,0,"343,602"
30 years,2009,0.5583,2,"358,232"
30 years,2010,1.0674,4,"374,732"
30 years,2011,1.907,7,"367,071"
30 years,2012,1.3332,5,"375,045"
30 years,2013,0.5326,2,"375,486"
30 years,2014,0.2679,1,"373,215"
30 years,2015,0.7762,3,"386,501"
30 years,2016,0.7791,3,"385,046"
30 years,2017,0.5202,2,"384,490"
30 years,2018,0.2536,1,"394,306"
30 years,2019,0.4921,2,"406,423"
31 years,1975-2019,0.7424,114,"15,355,151"
31 years,1975,1.7025,4,"234,948"
31 years,1976,1.2862,3,"233,240"
31 years,1977,0.8699,2,"229,912"
31 years,1978,0.3162,1,"316,262"
31 years,1979,1.0114,3,"296,617"
31 years,1980,0.3328,1,"300,524"
31 years,1981,0.3321,1,"301,104"
31 years,1982,0.6419,2,"311,561"
31 years,1983,0.6266,2,"319,183"
31 years,1984,1.218,4,"328,394"
31 years,1985,0.2966,1,"337,178"
31 years,1986,0.8711,3,"344,397"
31 years,1987,0.5737,2,"348,640"
31 years,1988,0.2778,1,"360,006"
31 years,1989,1.3942,5,"358,625"
31 years,1990,0.2806,1,"356,351"
31 years,1991,1.637,6,"366,531"
31 years,1992,0.5416,2,"369,270"
31 years,1993,0.5365,2,"372,817"
31 years,1994,1.0817,4,"369,773"
31 years,1995,0.2724,1,"367,135"
31 years,1996,0.557,2,"359,058"
31 years,1997,0.5793,2,"345,271"
31 years,1998,1.1738,4,"340,779"
31 years,1999,0.5931,2,"337,224"
31 years,2000,0.8652,3,"346,748"
31 years,2001,1.3391,5,"373,397"
31 years,2002,0.5602,2,"357,014"
31 years,2003,0.5969,2,"335,046"
31 years,2004,0,0,"317,789"
31 years,2005,0.6384,2,"313,270"
31 years,2006,0.3058,1,"326,961"
31 years,2007,0.948,3,"316,444"
31 years,2008,0.9091,3,"330,002"
31 years,2009,0.8933,3,"335,822"
31 years,2010,0.2848,1,"351,114"
31 years,2011,0,0,"376,888"
31 years,2012,1.6214,6,"370,060"
31 years,2013,0.5294,2,"377,819"
31 years,2014,0.527,2,"379,511"
31 years,2015,1.322,5,"378,217"
31 years,2016,1.2785,5,"391,076"
31 years,2017,0.2571,1,"388,971"
31 years,2018,1.0319,4,"387,627"
31 years,2019,0.7565,3,"396,575"
32 years,1975-2019,0.7292,112,"15,358,604"
32 years,1975,0.402,1,"248,760"
32 years,1976,0.8417,2,"237,620"
32 years,1977,0,0,"236,031"
32 years,1978,0,0,"233,415"
32 years,1979,1.246,4,"321,025"
32 years,1980,0,0,"301,584"
32 years,1981,0.3297,1,"303,329"
32 years,1982,0.3296,1,"303,398"
32 years,1983,0.9551,3,"314,094"
32 years,1984,0.6217,2,"321,710"
32 years,1985,0,0,"330,464"
32 years,1986,1.1798,4,"339,053"
32 years,1987,0.5788,2,"345,551"
32 years,1988,0.8592,3,"349,179"
32 years,1989,1.115,4,"358,749"
32 years,1990,1.1155,4,"358,574"
32 years,1991,0.5522,2,"362,156"
32 years,1992,0.8052,3,"372,595"
32 years,1993,0.2673,1,"374,096"
32 years,1994,0.7958,3,"376,981"
32 years,1995,1.6062,6,"373,548"
32 years,1996,0.27,1,"370,328"
32 years,1997,1.3795,5,"362,463"
32 years,1998,0.5751,2,"347,743"
32 years,1999,1.7547,6,"341,947"
32 years,2000,1.1812,4,"338,637"
32 years,2001,0.8596,3,"349,017"
32 years,2002,0.2675,1,"373,840"
32 years,2003,0.2796,1,"357,619"
32 years,2004,0.5914,2,"338,164"
32 years,2005,0.6202,2,"322,496"
32 years,2006,1.2456,4,"321,134"
32 years,2007,1.4944,5,"334,583"
32 years,2008,0.9211,3,"325,691"
32 years,2009,1.1763,4,"340,048"
32 years,2010,1.1638,4,"343,707"
32 years,2011,0.5655,2,"353,699"
32 years,2012,0.2635,1,"379,496"
32 years,2013,0.8056,3,"372,375"
32 years,2014,0.7865,3,"381,442"
32 years,2015,0.5216,2,"383,431"
32 years,2016,1.0459,4,"382,432"
32 years,2017,0.7601,3,"394,683"
32 years,2018,0,0,"392,046"
32 years,2019,0.2566,1,"389,671"
33 years,1975-2019,0.8969,136,"15,163,914"
33 years,1975,0,0,"216,387"
33 years,1976,1.2128,3,"247,359"
33 years,1977,0.4235,1,"236,136"
33 years,1978,0.8513,2,"234,943"
33 years,1979,1.2904,3,"232,491"
33 years,1980,0.9387,3,"319,606"
33 years,1981,0.3354,1,"298,143"
33 years,1982,0.3333,1,"300,026"
33 years,1983,0.3322,1,"301,007"
33 years,1984,1.6016,5,"312,183"
33 years,1985,1.5632,5,"319,864"
33 years,1986,0.912,3,"328,931"
33 years,1987,0.8892,3,"337,395"
33 years,1988,0.8723,3,"343,934"
33 years,1989,0.2885,1,"346,672"
33 years,1990,0.5588,2,"357,914"
33 years,1991,0.8305,3,"361,218"
33 years,1992,1.3719,5,"364,446"
33 years,1993,0.2681,1,"373,013"
33 years,1994,1.0717,4,"373,227"
33 years,1995,0.2666,1,"375,038"
33 years,1996,0.5399,2,"370,442"
33 years,1997,0.5451,2,"366,898"
33 years,1998,1.3979,5,"357,675"
33 years,1999,0.5859,2,"341,374"
33 years,2000,0.5946,2,"336,354"
33 years,2001,0.2942,1,"339,929"
33 years,2002,1.1519,4,"347,266"
33 years,2003,1.8865,7,"371,053"
33 years,2004,0.2809,1,"356,044"
33 years,2005,1.7708,6,"338,831"
